"","rt","shape_org","cueType","e1_motion_dir","e2_motion_dir","responseAR","cuedAR","uncuedAR","coherence","cued_motion_dir","uncued_motion_dir","response_error","trial_number","round_number","sub","arDiff","pairAvg","cuedMotDir1V0H2R","global_org1W0B","sameDirection1S0D","sameDirection1S0D_R2","pairSameARCat","identicalShapesI1D0","randomTrialsR1C0","motionType1Diag0Trans","responseAR_normed","uncuedCat","cuedCat","respAcc","globalMotion"
"1",4450,4,1,270,180,0,0.32,-0.37,1,270,180,-0.32432,0,0,19129,-0.69498,-0.02317,1,1,0,0,0,0,0,0,-0.0772188888888889,"-1",1,0,"1"
"2",5456,4,1,270,270,-0.23,0.28,0.37,1,270,270,-0.50965,1,0,19129,0.09266,0.32432,1,1,1,1,1,0,0,1,-0.384553,"1",1,0,"1"
"3",5091,4,2,180,0,0.28,0.05,0.23,1,0,180,0.23166,2,0,19129,0.18533,0.138995,0,1,0,0,1,0,0,0,0.120464,"1",1,1,"-1"
"4",5773,4,2,180,0,0,-0.23,0.05,1,0,180,0.23166,3,0,19129,0.27799,-0.092665,0,1,0,0,0,0,0,0,0.08108125,"1",-1,0,"-1"
"5",4407,2,2,0,180,0.32,-0.28,0.46,1,180,0,0.60231,4,0,19129,0.74131,0.092665,0,0,0,0,0,0,0,0,0.46910625,"1",-1,0,"-1"
"6",3308,3,2,0,270,0,-0.09,0.32,1,270,0,0.09266,5,0,19129,0.41698,0.11583,1,1,0,0,0,0,0,1,0.0198585714285714,"1",-1,0,"1"
"7",3941,3,1,270,180,0.37,-0.09,-0.23,1,270,180,0.46332,6,0,19129,-0.139,-0.16216,1,1,0,0,1,0,0,0,0.390508571428571,"-1",-1,0,"1"
"8",4274,1,2,270,180,0.32,0.14,0.19,1,180,270,0.18533,7,0,19129,0.04634,0.16216,0,0,0,0,1,0,0,0,0.12741,"1",1,1,"-1"
"9",2924,3,1,90,270,0.28,0.05,0.37,1,90,270,0.23166,8,0,19129,0.32432,0.20849,1,1,0,0,1,0,0,0,0.120464,"1",1,1,"1"
"10",3324,4,2,0,180,0.19,-0.32,0.14,1,180,0,0.50965,9,0,19129,0.46331,-0.092665,0,1,0,0,0,0,0,0,0.297851428571429,"1",-1,0,"-1"
"11",3290,4,1,90,0,0.23,-0.28,0.09,1,90,0,0.50965,10,0,19129,0.37065,-0.092665,1,1,0,0,0,0,0,0,0.37644625,"1",-1,0,"1"
"14",4224,3,1,90,0,-0.09,-0.05,-0.46,1,90,0,-0.04633,13,0,19129,-0.41699,-0.254825,1,1,0,0,1,0,0,0,0.00000399999999999012,"-1",-1,1,"1"
"15",2797,3,2,270,180,-0.19,-0.09,-0.09,1,180,270,-0.09266,14,0,19129,0,-0.09266,0,1,0,0,1,1,0,0,-0.165471428571429,"-1",-1,1,"-1"
"16",2691,3,2,0,180,-0.09,0.09,-0.42,1,180,0,-0.18533,15,0,19129,-0.50965,-0.162165,0,1,0,0,0,0,0,0,-0.150573333333333,"-1",1,0,"-1"
"18",3218,3,1,0,0,0.28,0.23,0.23,1,0,0,0.04633,17,0,19129,0,0.23166,0,1,1,1,1,1,0,1,0.123553333333333,"1",1,1,"-1"
"19",2958,2,2,90,90,-0.28,0,0.32,1,90,90,-0.27799,18,0,19129,0.32432,0.16216,1,0,1,1,0,0,0,1,-0.386096666666667,"1",0,0,"1"
"20",4691,4,1,90,180,0.19,-0.14,0.19,1,90,180,0.32432,19,0,19129,0.32433,0.023165,1,1,0,0,0,0,0,0,0.341174545454545,"1",-1,0,"1"
"21",3275,4,1,180,0,-0.32,0.14,-0.46,1,180,0,-0.46332,20,0,19129,-0.60231,-0.162165,0,1,0,0,0,0,0,0,-0.52123,"-1",1,0,"-1"
"23",3759,4,2,180,90,-0.28,-0.42,-0.42,1,90,180,0.139,22,0,19129,0,-0.41699,1,1,0,0,1,1,0,0,-0.0772188888888889,"-1",-1,1,"1"
"24",4979,4,1,270,270,-0.28,-0.42,-0.42,1,270,270,0.139,23,0,19129,0,-0.41699,1,1,1,1,1,1,0,1,-0.0772188888888889,"-1",-1,1,"1"
"25",4011,4,1,90,90,-0.37,-0.37,-0.32,1,90,90,0,24,0,19129,0.04634,-0.34749,1,1,1,1,1,0,0,1,-0.176908181818182,"-1",-1,1,"1"
"26",3073,4,2,90,90,0.32,-0.23,-0.23,1,90,90,0.55598,25,0,19129,0,-0.23166,1,1,1,1,1,1,0,1,0.40540125,"-1",-1,0,"1"
"27",5814,2,1,270,0,0.32,-0.19,0.46,1,270,0,0.50965,26,0,19129,0.64865,0.138995,1,0,0,0,0,0,0,1,0.194594,"1",-1,0,"1"
"28",2250,3,2,270,180,0.46,0.23,-0.46,1,180,270,0.23166,27,0,19129,-0.69498,-0.11583,0,1,0,0,0,0,0,0,0.308883333333333,"-1",1,1,"-1"
"29",3274,2,1,0,180,0.37,0.14,-0.05,1,0,180,0.23166,28,0,19129,-0.18532,0.04633,0,0,0,0,0,0,0,0,0.17374,"-1",1,1,"-1"
"30",2650,4,2,0,90,0.23,-0.14,-0.19,1,90,0,0.37065,29,0,19129,-0.04633,-0.162165,1,1,0,0,1,0,0,0,0.387504545454545,"-1",-1,0,"1"
"31",2625,1,1,180,0,-0.32,-0.42,-0.19,1,180,0,0.09266,30,0,19129,0.23166,-0.30116,0,0,0,0,1,0,0,0,-0.123548888888889,"-1",-1,1,"-1"
"34",3306,2,1,270,180,-0.23,0.09,0.09,1,270,180,-0.32432,33,0,19129,0,0.09266,1,0,0,0,1,1,0,0,-0.289573333333333,"1",1,0,"1"
"35",3507,3,2,270,180,0.32,0.46,-0.37,1,180,270,-0.139,34,0,19129,-0.83398,0.04633,0,1,0,0,0,0,0,0,-0.00772500000000004,"-1",1,1,"-1"
"36",2943,1,2,180,180,-0.32,-0.28,-0.46,1,180,180,-0.04633,35,0,19129,-0.18533,-0.370655,0,0,1,1,1,0,0,1,-0.17953375,"-1",-1,1,"-1"
"38",2816,4,2,270,270,0.46,0.23,-0.28,1,270,270,0.23166,37,0,19129,-0.50965,-0.023165,1,1,1,1,0,0,0,1,0.308883333333333,"-1",1,1,"1"
"39",5024,1,2,0,270,0.32,0.37,-0.46,1,270,0,-0.04633,38,0,19129,-0.83397,-0.046335,1,0,0,0,0,0,0,1,-0.018535,"-1",1,1,"1"
"40",1992,3,1,0,180,0.32,0.32,0.32,1,0,180,0,39,0,19129,0,0.32432,0,1,0,0,1,1,0,0,0.247101111111111,"1",1,1,"-1"
"41",3895,4,1,0,180,-0.28,-0.42,0.09,1,0,180,0.139,40,0,19129,0.50965,-0.162165,0,1,0,0,0,0,0,0,-0.0772188888888889,"1",-1,1,"-1"
"42",2033,2,2,180,270,-0.32,0.32,0.32,1,270,180,-0.64865,41,0,19129,0,0.32432,1,0,0,0,1,1,0,0,-0.401538888888889,"1",1,0,"1"
"45",3275,2,1,270,90,0.37,0.19,0.28,1,270,90,0.18533,44,0,19129,0.09266,0.23166,1,0,0,0,1,0,0,0,0.1505775,"1",1,1,"1"
"46",3276,4,1,270,90,0.37,0.05,0.37,1,270,90,0.32432,45,0,19129,0.32432,0.20849,1,1,0,0,1,0,0,0,0.213124,"1",1,1,"1"
"47",4672,1,1,270,180,0.28,0.37,0.32,1,270,180,-0.09266,46,0,19129,-0.04633,0.347485,1,0,0,0,1,0,0,0,-0.064865,"1",1,1,"1"
"49",2187,2,1,90,0,0.37,-0.28,0.46,1,90,0,0.64865,48,0,19129,0.74131,0.092665,1,0,0,0,0,0,0,0,0.51543625,"1",-1,0,"1"
"50",2331,3,1,180,270,0.37,0.14,-0.19,1,180,270,0.23166,49,0,19129,-0.32432,-0.02317,0,1,0,0,0,0,0,0,0.17374,"-1",1,1,"-1"
"51",6340,4,2,270,90,-0.32,-0.37,0.42,1,90,270,0.04633,50,0,19129,0.78765,0.023165,1,1,0,0,0,0,0,0,-0.130568181818182,"1",-1,1,"1"
"56",3815,4,2,180,0,-0.28,0.14,-0.42,1,0,180,-0.41699,55,0,19129,-0.55598,-0.139,0,1,0,0,0,0,0,0,-0.4749,"-1",1,0,"-1"
"57",2659,3,2,90,90,0.42,-0.23,-0.23,1,90,90,0.64865,56,0,19129,0,-0.23166,1,1,1,1,1,1,0,1,0.49807125,"-1",-1,0,"1"
"58",3011,3,1,0,270,0.37,0,-0.19,1,0,270,0.37065,57,0,19129,-0.18533,-0.092665,0,1,0,0,0,0,0,1,0.262543333333333,"-1",0,0,"-1"
"59",2825,2,1,270,0,-0.37,0.19,0.28,1,270,0,-0.55598,58,0,19129,0.09266,0.23166,1,0,0,0,1,0,0,1,-0.5907325,"1",1,0,"1"
"60",3024,2,2,90,270,-0.37,-0.46,-0.23,1,270,90,0.09266,59,0,19129,0.23166,-0.34749,1,0,0,0,1,0,0,0,0.0173725,"-1",-1,1,"1"
"64",3457,2,1,180,90,0.37,0.28,0.23,1,180,90,0.09266,63,0,19129,-0.04633,0.254825,0,0,0,0,1,0,0,0,0.217757,"1",1,1,"-1"
"65",2041,2,2,0,90,-0.37,-0.46,-0.14,1,90,0,0.09266,64,0,19129,0.32432,-0.30116,1,0,0,0,1,0,0,0,0.0173725,"-1",-1,1,"1"
"66",2108,4,2,270,90,0.37,-0.32,0,1,90,270,0.69498,65,0,19129,0.32432,-0.16216,1,1,0,0,0,0,0,0,0.483171428571429,"0",-1,0,"1"
"67",2486,3,2,180,0,-0.42,-0.14,-0.14,1,0,180,-0.27799,66,0,19129,0,-0.139,0,1,0,0,1,1,0,0,-0.261145454545455,"-1",-1,1,"-1"
"68",2344,1,1,180,0,0.37,0.05,0.05,1,180,0,0.32432,67,0,19129,0,0.04633,0,0,0,0,1,1,0,0,0.213124,"1",1,1,"-1"
"69",3057,4,1,180,270,0.37,-0.32,-0.28,1,180,270,0.69498,68,0,19129,0.04633,-0.301155,0,1,0,0,1,0,0,0,0.483171428571429,"-1",-1,0,"-1"
"71",5647,1,2,90,180,0.42,0.05,0.19,1,180,90,0.37065,70,0,19129,0.139,0.11583,0,0,0,0,1,0,0,0,0.259464,"1",1,1,"-1"
"72",2332,4,2,180,270,-0.37,0,-0.23,1,270,180,-0.37066,71,0,19129,-0.23166,-0.11583,1,1,0,0,0,0,0,0,-0.478766666666667,"-1",0,0,"1"
"74",2825,3,1,270,90,0.42,0.09,0.19,1,270,90,0.32432,73,0,19129,0.09267,0.138995,1,1,0,0,1,0,0,0,0.359076666666667,"1",1,1,"1"
"75",3131,4,1,90,90,0.42,0.32,0,1,90,90,0.09266,74,0,19129,-0.32432,0.16216,1,1,1,1,0,0,0,1,0.339771111111111,"0",1,1,"1"
"76",1980,4,1,180,90,-0.46,-0.46,0.37,1,180,90,0,75,0,19129,0.83397,-0.046335,0,1,0,0,0,0,0,0,-0.0752875,"1",-1,1,"-1"
"77",3957,3,2,180,90,0.32,0.23,0,1,90,180,0.09266,76,0,19129,-0.23166,0.11583,1,1,0,0,0,0,0,0,0.169883333333333,"0",1,1,"1"
"79",3043,3,1,0,180,0.32,0.05,0.46,1,0,180,0.27799,78,0,19129,0.41699,0.254825,0,1,0,0,1,0,0,0,0.166794,"1",1,1,"-1"
"80",4075,3,2,0,0,0.28,0.19,-0.19,1,0,0,0.09266,79,0,19129,-0.37066,0,0,1,1,1,0,0,0,1,0.0579175,"-1",1,1,"-1"
"81",3073,3,2,90,0,-0.42,-0.14,-0.05,1,0,90,-0.27799,80,0,19129,0.09267,-0.092665,0,1,0,0,1,0,0,0,-0.261145454545455,"-1",-1,1,"-1"
"82",2218,4,2,0,0,0.37,0.32,-0.19,1,0,0,0.04633,81,0,19129,-0.50965,0.069495,0,1,1,1,0,0,0,1,0.293431111111111,"-1",1,1,"-1"
"84",1876,3,2,270,180,-0.42,-0.46,0.46,1,180,270,0.04633,83,0,19129,0.92664,0,0,1,0,0,0,0,0,0,-0.0289575,"1",-1,1,"-1"
"85",5449,2,1,90,0,0.37,0.37,0.05,1,90,0,0,84,0,19129,-0.32432,0.20849,1,0,0,0,1,0,0,0,0.027795,"1",1,1,"1"
"86",2041,4,1,180,90,-0.42,-0.28,0,1,180,90,-0.139,85,0,19129,0.27799,-0.138995,0,1,0,0,0,0,0,0,-0.27220375,"0",-1,1,"-1"
"88",3574,3,1,180,0,0.42,0.14,0.32,1,180,0,0.27799,87,0,19129,0.18533,0.231655,0,1,0,0,1,0,0,0,0.22008,"1",1,1,"-1"
"90",3385,1,2,180,0,0.32,-0.28,0.46,1,0,180,0.60231,89,0,19129,0.74131,0.092665,0,0,0,0,0,0,0,0,0.46910625,"1",-1,0,"-1"
"91",5080,4,2,270,270,0.37,-0.19,0.09,1,270,270,0.55598,90,0,19129,0.27799,-0.046335,1,1,1,1,0,0,0,1,0.240924,"1",-1,0,"1"
"92",3620,3,1,0,90,0.42,0.46,0.42,1,0,90,-0.04633,91,0,19129,-0.04633,0.440155,0,1,0,0,1,0,0,0,0.084945,"1",1,1,"-1"
"93",4873,3,1,90,0,-0.37,0.23,0.42,1,90,0,-0.60231,92,0,19129,0.18533,0.324325,1,1,0,0,1,0,0,0,-0.525096666666667,"1",1,0,"1"
"95",2967,2,2,0,270,-0.37,0.42,0,1,270,0,-0.78764,94,0,19129,-0.41699,0.208495,1,0,0,0,0,0,0,1,-0.555985,"0",1,0,"1"
"97",2641,4,1,0,270,0.37,0.37,-0.46,1,0,270,0,96,0,19129,-0.83397,-0.046335,0,1,0,0,0,0,0,1,0.027795,"-1",1,1,"-1"
"98",2093,4,1,180,0,0.37,0.23,0.14,1,180,0,0.139,97,0,19129,-0.09267,0.185325,0,1,0,0,1,0,0,0,0.216213333333333,"1",1,1,"-1"
"99",3158,4,2,90,270,-0.37,0.05,0.14,1,270,90,-0.41699,98,0,19129,0.09266,0.09266,1,1,0,0,1,0,0,0,-0.528186,"1",1,0,"1"
"100",3233,4,1,0,90,0.37,-0.19,-0.14,1,0,90,0.55598,99,0,19129,0.04633,-0.162165,0,1,0,0,1,0,0,0,0.240924,"-1",-1,0,"-1"
"101",2813,4,1,90,90,0.42,0.09,0.32,1,90,90,0.32432,100,0,19129,0.23166,0.20849,1,1,1,1,1,0,0,1,0.359076666666667,"1",1,1,"1"
"103",3058,1,2,90,90,-0.37,-0.28,0.42,1,90,90,-0.09266,102,0,19129,0.69498,0.0695,1,0,1,1,0,0,0,1,-0.22587375,"1",-1,1,"1"
"105",4457,4,1,180,270,0.37,0.37,-0.09,1,180,270,0,104,0,19129,-0.46331,0.138995,0,1,0,0,0,0,0,0,0.027795,"-1",1,1,"-1"
"107",2257,2,1,270,0,0.42,0.46,0.42,1,270,0,-0.04633,106,0,19129,-0.04633,0.440155,1,0,0,0,1,0,0,1,0.084945,"1",1,1,"1"
"108",1859,4,2,270,270,-0.42,0.09,0.09,1,270,270,-0.50965,107,0,19129,0,0.09266,1,1,1,1,1,1,0,1,-0.474903333333333,"1",1,0,"1"
"109",2293,3,1,90,90,0.32,-0.05,0.19,1,90,90,0.37065,108,0,19129,0.23166,0.0695,1,1,1,1,0,0,0,1,0.416984,"1",-1,0,"1"
"110",2858,3,2,270,270,-0.32,-0.23,-0.32,1,270,270,-0.09266,109,0,19129,-0.09266,-0.27799,1,1,1,1,1,0,0,1,-0.24323875,"-1",-1,1,"1"
"111",2731,4,1,270,180,-0.37,-0.28,-0.46,1,270,180,-0.09266,110,0,19129,-0.18533,-0.370655,1,1,0,0,1,0,0,0,-0.22587375,"-1",-1,1,"1"
"112",3607,2,1,90,90,-0.37,-0.42,-0.42,1,90,90,0.04633,111,0,19129,0,-0.41699,1,0,1,1,1,1,0,1,-0.169888888888889,"-1",-1,1,"1"
"113",2293,4,2,90,270,0.42,0.09,0.23,1,270,90,0.32432,112,0,19129,0.139,0.16216,1,1,0,0,1,0,0,0,0.359076666666667,"1",1,1,"1"
"114",3213,2,1,0,270,-0.42,0,0.14,1,0,270,-0.41699,113,0,19129,0.13899,0.069495,0,0,0,0,0,0,0,1,-0.525096666666667,"1",0,0,"-1"
"116",4690,4,1,90,0,-0.37,0.19,-0.37,1,90,0,-0.55598,115,0,19129,-0.55599,-0.092665,1,1,0,0,0,0,0,0,-0.5907325,"-1",1,0,"1"
"117",5322,4,1,180,90,-0.32,-0.32,-0.32,1,180,90,0,116,0,19129,0,-0.32432,0,1,0,0,1,1,0,0,-0.211798571428571,"-1",-1,1,"-1"
"119",2191,2,2,0,270,-0.37,-0.05,-0.05,1,270,0,-0.32432,118,0,19129,0,-0.04633,1,0,0,0,1,1,0,1,-0.277996,"-1",-1,1,"1"
"120",1943,1,1,270,0,-0.32,-0.42,-0.19,1,270,0,0.09266,119,0,19129,0.23166,-0.30116,1,0,0,0,1,0,0,1,-0.123548888888889,"-1",-1,1,"1"
"121",2824,4,2,0,180,-0.37,-0.37,-0.37,1,180,0,0,120,0,19129,0,-0.37066,0,1,0,0,1,1,0,0,-0.176908181818182,"-1",-1,1,"-1"
"122",7006,4,2,270,180,-0.37,-0.23,0.09,1,180,270,-0.139,121,0,19129,0.32432,-0.0695,0,1,0,0,0,0,0,0,-0.28957875,"1",-1,1,"-1"
"125",2275,2,1,0,180,0.32,0,0.14,1,0,180,0.32432,124,0,19129,0.13899,0.069495,0,0,0,0,0,0,0,0,0.216213333333333,"1",0,0,"-1"
"127",2179,1,1,180,180,0.37,0.28,0.23,1,180,180,0.09266,126,0,19129,-0.04633,0.254825,0,0,1,1,1,0,0,1,0.217757,"1",1,1,"-1"
"128",3768,2,2,0,90,-0.46,0.09,-0.05,1,90,0,-0.55598,127,0,19129,-0.13899,0.023165,1,0,0,0,0,0,0,0,-0.521233333333333,"-1",1,0,"1"
"131",3930,2,2,90,180,-0.37,-0.19,-0.14,1,180,90,-0.18533,130,0,19129,0.04633,-0.162165,0,0,0,0,1,0,0,0,-0.500386,"-1",-1,1,"-1"
"133",3166,4,2,270,180,-0.19,-0.19,0.32,1,180,270,0,132,0,19129,0.50965,0.069495,0,1,0,0,0,0,0,0,-0.315056,"1",-1,1,"-1"
"134",2040,3,1,270,90,0.42,0.42,-0.37,1,270,90,0,133,0,19129,-0.78765,0.023165,1,1,0,0,0,0,0,0,0.231665,"-1",1,1,"1"
"135",3402,4,2,270,270,-0.32,-0.05,0.37,1,270,270,-0.27799,134,0,19129,0.41698,0.16216,1,1,1,1,0,0,0,1,-0.231656,"1",-1,1,"1"
"137",4566,3,2,180,90,0.23,0,0.42,1,90,180,0.23166,136,0,19129,0.41699,0.208495,1,1,0,0,0,0,0,0,0.123553333333333,"1",0,0,"1"
"141",2913,1,1,180,180,-0.28,-0.37,-0.05,1,180,180,0.09266,140,0,19129,0.32433,-0.208495,0,0,1,1,1,0,0,1,-0.0842381818181818,"-1",-1,1,"-1"
"142",4618,4,2,270,180,0.32,0.19,-0.23,1,180,270,0.139,141,0,19129,-0.41699,-0.023165,0,1,0,0,0,0,0,0,0.1042475,"-1",1,1,"-1"
"144",3568,3,2,0,0,-0.19,-0.23,0.46,1,0,0,0.04633,143,0,19129,0.69498,0.11583,0,1,1,1,0,0,0,1,-0.10424875,"1",-1,1,"-1"
"145",2972,3,2,90,0,-0.42,-0.14,-0.32,1,0,90,-0.27799,144,0,19129,-0.18532,-0.23166,0,1,0,0,1,0,0,0,-0.261145454545455,"-1",-1,1,"-1"
"147",2316,1,2,180,270,-0.42,-0.42,0.19,1,270,180,0,146,0,19129,0.60232,-0.11583,1,0,0,0,0,0,0,0,-0.216218888888889,"1",-1,1,"1"
"149",2275,3,2,180,0,-0.28,0,-0.09,1,0,180,-0.27799,1,1,19129,-0.09266,-0.04633,0,1,0,0,0,0,0,0,-0.386096666666667,"-1",0,0,"-1"
"150",2796,4,1,270,180,0.23,0.37,0.42,1,270,180,-0.139,2,1,19129,0.04634,0.39382,1,1,0,0,1,0,0,0,-0.111195,"1",1,1,"1"
"151",1809,2,2,180,0,-0.37,0.09,0.14,1,0,180,-0.46332,3,1,19129,0.04633,0.115825,0,0,0,0,1,0,0,0,-0.428573333333333,"1",1,0,"-1"
"152",5223,4,1,180,0,-0.37,0.05,-0.37,1,180,0,-0.41699,4,1,19129,-0.41699,-0.162165,0,1,0,0,0,0,0,0,-0.528186,"-1",1,0,"-1"
"154",4427,1,1,270,180,-0.32,0.32,0.19,1,270,180,-0.64865,6,1,19129,-0.13899,0.254825,1,0,0,0,1,0,0,0,-0.401538888888889,"1",1,0,"1"
"156",1719,3,1,90,90,-0.23,0.09,-0.37,1,90,90,-0.32432,8,1,19129,-0.46332,-0.139,1,1,1,1,0,0,0,1,-0.289573333333333,"-1",1,0,"1"
"157",2641,4,2,270,270,0.28,0.05,-0.09,1,270,270,0.23166,9,1,19129,-0.13899,-0.023165,1,1,1,1,0,0,0,1,0.120464,"-1",1,1,"1"
"158",1758,3,2,180,180,0.37,0.32,0.05,1,180,180,0.04633,10,1,19129,-0.27799,0.185325,0,1,1,1,1,0,0,1,0.293431111111111,"1",1,1,"-1"
"159",3553,4,1,270,90,0.28,0.46,0.23,1,270,90,-0.18533,11,1,19129,-0.23166,0.34749,1,1,0,0,1,0,0,0,-0.054055,"1",1,1,"1"
"160",1970,4,2,0,0,0.32,0.37,0.37,1,0,0,-0.04633,12,1,19129,0,0.37065,0,1,1,1,1,1,0,1,-0.018535,"1",1,1,"-1"
"161",1841,3,2,270,180,-0.46,0,0.09,1,180,270,-0.46332,13,1,19129,0.09266,0.04633,0,1,0,0,0,0,0,0,-0.571426666666667,"1",0,0,"-1"
"162",3843,2,2,90,0,0.32,-0.46,0.05,1,0,90,0.78764,14,1,19129,0.50965,-0.208495,0,0,0,0,0,0,0,0,0.7123525,"1",-1,0,"-1"
"164",1975,3,1,270,0,-0.32,-0.09,-0.19,1,270,0,-0.23166,16,1,19129,-0.09267,-0.138995,1,1,0,0,1,0,0,1,-0.304461428571429,"-1",-1,1,"1"
"165",3002,2,1,90,90,0,0.09,-0.14,1,90,90,-0.09266,17,1,19129,-0.23166,-0.02317,1,0,1,1,0,0,0,1,-0.0579133333333333,"-1",1,0,"1"
"167",1891,4,2,90,180,-0.37,-0.23,0.14,1,180,90,-0.139,19,1,19129,0.37065,-0.046335,0,1,0,0,0,0,0,0,-0.28957875,"1",-1,1,"-1"
"169",2442,1,2,180,180,0.14,0.09,0.37,1,180,180,0.04633,21,1,19129,0.27799,0.231655,0,0,1,1,1,0,0,1,0.0810766666666667,"1",1,1,"-1"
"170",1974,1,2,180,90,0.28,-0.09,-0.23,1,90,180,0.37065,22,1,19129,-0.139,-0.16216,1,0,0,0,1,0,0,0,0.297848571428571,"-1",-1,0,"1"
"171",2340,3,2,0,0,0.28,0.19,-0.19,1,0,0,0.09266,23,1,19129,-0.37066,0,0,1,1,1,0,0,0,1,0.0579175,"-1",1,1,"-1"
"172",2464,1,2,0,180,0.19,0.28,0.05,1,180,0,-0.09266,24,1,19129,-0.23166,0.16216,0,0,0,0,1,0,0,0,0.032437,"1",1,1,"-1"
"173",1948,3,1,180,0,0.37,0.23,0.23,1,180,0,0.139,25,1,19129,0,0.23166,0,1,0,0,1,1,0,0,0.216213333333333,"1",1,1,"-1"
"174",1975,3,2,90,270,0.42,0.37,-0.37,1,270,90,0.04633,26,1,19129,-0.74131,-0.000005000000000005,1,1,0,0,0,0,0,0,0.074135,"-1",1,1,"1"
"175",1746,2,2,90,0,-0.19,-0.09,0.37,1,0,90,-0.09266,27,1,19129,0.46331,0.138995,0,0,0,0,0,0,0,0,-0.165471428571429,"1",-1,1,"-1"
"177",1752,3,1,180,90,-0.19,-0.42,0.46,1,180,90,0.23166,29,1,19129,0.88031,0.023165,0,1,0,0,0,0,0,0,0.0154411111111111,"1",-1,1,"-1"
"178",1703,4,2,270,180,0.42,0.37,0.05,1,180,270,0.04633,30,1,19129,-0.32432,0.20849,0,1,0,0,1,0,0,0,0.074135,"1",1,1,"-1"
"180",2308,3,1,180,0,0.42,0.23,0.23,1,180,0,0.18533,32,1,19129,0,0.23166,0,1,0,0,1,1,0,0,0.262553333333333,"1",1,1,"-1"
"182",1349,3,2,180,270,-0.37,-0.09,-0.28,1,270,180,-0.27799,34,1,19129,-0.18533,-0.185325,1,1,0,0,1,0,0,0,-0.350801428571429,"-1",-1,1,"1"
"183",1914,3,1,180,90,0.19,-0.28,-0.42,1,180,90,0.46332,35,1,19129,-0.139,-0.34749,0,1,0,0,1,0,0,0,0.33011625,"-1",-1,0,"-1"
"184",2214,2,2,90,0,-0.14,0.09,0.46,1,0,90,-0.23166,36,1,19129,0.37066,0.27799,0,0,0,0,1,0,0,0,-0.196913333333333,"1",1,0,"-1"
"185",1859,3,1,90,180,0.32,0.28,0.28,1,90,180,0.04633,37,1,19129,0,0.27799,1,1,0,0,1,1,0,0,0.171427,"1",1,1,"1"
"186",1842,3,2,270,270,0.28,0.46,-0.28,1,270,270,-0.18533,38,1,19129,-0.74131,0.092665,1,1,1,1,0,0,0,1,-0.054055,"-1",1,1,"1"
"187",2212,4,2,270,90,-0.28,-0.32,0.19,1,90,270,0.04633,39,1,19129,0.50965,-0.069495,1,1,0,0,0,0,0,0,-0.165468571428571,"1",-1,1,"1"
"188",2657,1,1,270,0,0.32,0.46,0.46,1,270,0,-0.139,40,1,19129,0,0.46332,1,0,0,0,1,1,0,1,-0.00772500000000004,"1",1,1,"1"
"189",2848,4,1,0,90,-0.32,-0.37,-0.37,1,0,90,0.04633,41,1,19129,0,-0.37066,0,1,0,0,1,1,0,0,-0.130568181818182,"-1",-1,1,"-1"
"190",3738,4,1,0,180,-0.37,-0.32,-0.32,1,0,180,-0.04633,42,1,19129,0,-0.32432,0,1,0,0,1,1,0,0,-0.258138571428571,"-1",-1,1,"-1"
"192",2779,2,1,270,180,0.32,0.05,0.05,1,270,180,0.27799,44,1,19129,0,0.04633,1,0,0,0,1,1,0,0,0.166794,"1",1,1,"1"
"193",1697,2,2,180,90,-0.37,0.28,0.23,1,90,180,-0.64865,45,1,19129,-0.04633,0.254825,1,0,0,0,1,0,0,0,-0.523553,"1",1,0,"1"
"194",3140,4,2,90,270,0.23,0.42,-0.09,1,270,90,-0.18533,46,1,19129,-0.50965,0.162165,1,1,0,0,0,0,0,0,0.046335,"-1",1,1,"1"
"196",3376,4,1,0,0,0.28,0.28,-0.23,1,0,0,0,48,1,19129,-0.50965,0.023165,0,1,1,1,0,0,0,1,0.125097,"-1",1,1,"-1"
"197",1958,2,2,270,180,0.19,-0.37,-0.19,1,180,270,0.55598,49,1,19129,0.18533,-0.277995,0,0,0,0,1,0,0,0,0.379081818181818,"-1",-1,0,"-1"
"202",3862,3,1,180,0,0.28,0.42,0.42,1,180,0,-0.139,54,1,19129,0,0.41699,0,1,0,0,1,1,0,0,0.092665,"1",1,1,"-1"
"203",1495,3,1,0,270,0.32,0.09,0.14,1,0,270,0.23166,55,1,19129,0.04633,0.115825,0,1,0,0,1,0,0,1,0.266406666666667,"1",1,1,"-1"
"205",1584,2,2,0,180,0.37,-0.05,0.42,1,180,0,0.41699,57,1,19129,0.46332,0.18533,0,0,0,0,0,0,0,0,0.463314,"1",-1,0,"-1"
"206",3441,4,2,0,90,0.05,0.32,0.32,1,90,0,-0.27799,58,1,19129,0,0.32432,1,1,0,0,1,1,0,0,-0.0308888888888889,"1",1,1,"1"
"207",1761,4,1,180,180,0.23,0,0.09,1,180,180,0.23166,59,1,19129,0.09266,0.04633,0,1,1,1,0,0,0,1,0.123553333333333,"1",0,0,"-1"
"208",1594,2,1,90,90,-0.28,-0.05,0.42,1,90,90,-0.23166,60,1,19129,0.46332,0.18533,1,0,1,1,0,0,0,1,-0.185326,"1",-1,1,"1"
"209",1983,2,1,180,180,0.05,0.23,-0.19,1,180,180,-0.18533,61,1,19129,-0.41699,0.023165,0,0,1,1,0,0,0,1,-0.108106666666667,"-1",1,1,"-1"
