"","rt","shape_org","cueType","e1_motion_dir","e2_motion_dir","responseAR","cuedAR","uncuedAR","coherence","cued_motion_dir","uncued_motion_dir","response_error","trial_number","round_number","sub","arDiff","pairAvg","cuedMotDir1V0H2R","global_org1W0B","sameDirection1S0D","sameDirection1S0D_R2","pairSameARCat","identicalShapesI1D0","randomTrialsR1C0","motionType1Diag0Trans","responseAR_normed","uncuedCat","cuedCat","respAcc","globalMotion"
"21392",1858,4,1,90,180,-0.09,0.05,0.32,1,90,180,-0.139,76,0,19231,0.27799,0.185325,1,1,0,0,1,0,0,0,-0.17953375,"1",1,0,"1"
"21393",1289,2,1,180,0,0.37,0.42,-0.46,1,180,0,-0.04633,77,0,19231,-0.88031,-0.023165,0,0,0,0,0,0,0,0,0.14478375,"-1",1,1,"-1"
"21394",1887,3,2,90,90,-0.05,-0.19,0.14,1,90,90,0.139,78,0,19231,0.32432,-0.02317,1,1,1,1,0,0,0,1,0.138996666666667,"1",-1,1,"1"
"21396",1444,3,2,180,270,-0.05,0.14,0.42,1,270,180,-0.18533,80,0,19231,0.278,0.27799,1,1,0,0,1,0,0,0,-0.00579,"1",1,0,"1"
"21397",2088,3,2,0,90,0.23,0.28,0.37,1,90,0,-0.04633,81,0,19231,0.09266,0.32432,1,1,0,0,1,0,0,0,0.08108125,"1",1,1,"1"
"21398",1904,3,2,0,0,-0.14,-0.42,0.32,1,0,0,0.27799,82,0,19231,0.74131,-0.046335,0,1,1,1,0,0,0,1,0.0992785714285714,"1",-1,1,"-1"
"21400",6319,1,1,0,0,-0.23,-0.28,-0.46,1,0,0,0.04633,84,0,19231,-0.18533,-0.370655,0,0,1,1,1,0,0,1,-0.02106,"-1",-1,1,"-1"
"21401",2319,1,1,90,0,0.28,0.28,0.28,1,90,0,0,85,0,19231,0,0.27799,1,0,0,0,1,1,0,0,0.12741125,"1",1,1,"1"
"21402",2192,1,1,90,270,0.14,-0.09,0.42,1,90,270,0.23166,86,0,19231,0.50965,0.162165,1,0,0,0,0,0,0,0,0.251512857142857,"1",-1,0,"1"
"21406",5744,1,2,90,270,-0.19,0.46,0.46,1,270,90,-0.64865,90,0,19231,0,0.46332,1,0,0,0,1,1,0,0,-0.333592,"1",1,0,"1"
"21407",2052,2,2,90,180,0.32,0.46,-0.09,1,180,90,-0.139,91,0,19231,-0.55598,0.18533,0,0,0,0,0,0,0,0,0.176058,"-1",1,1,"-1"
"21408",2039,3,2,180,180,0.14,0.05,-0.23,1,180,180,0.09266,92,0,19231,-0.27799,-0.092665,0,1,1,1,0,0,0,1,0.05211625,"-1",1,1,"-1"
"21409",3425,2,2,90,270,0.28,0.23,0.32,1,270,90,0.04633,93,0,19231,0.09266,0.27799,1,0,0,0,1,0,0,0,0.111196,"1",1,1,"1"
"21411",1205,3,2,180,0,-0.09,-0.09,0.19,1,0,180,0,95,0,19231,0.27799,0.046335,0,1,0,0,0,0,0,0,0.0198628571428571,"1",-1,1,"-1"
"21412",1062,2,1,180,90,-0.14,0.05,-0.23,1,180,90,-0.18533,96,0,19231,-0.27799,-0.092665,0,0,0,0,0,0,0,0,-0.22587375,"-1",1,0,"-1"
"21414",2123,2,2,0,270,-0.05,-0.09,0.46,1,270,0,0.04633,98,0,19231,0.55598,0.18533,1,0,0,0,0,0,0,1,0.0661928571428571,"1",-1,1,"1"
"21415",1797,4,1,180,90,-0.23,-0.14,-0.46,1,180,90,-0.09266,99,0,19231,-0.32432,-0.30116,0,1,0,0,1,0,0,0,-0.135432307692308,"-1",-1,1,"-1"
"21416",2415,2,1,0,0,0.05,-0.37,-0.37,1,0,0,0.41699,100,0,19231,0,-0.37066,0,0,1,1,1,1,0,1,0.291227142857143,"-1",-1,0,"-1"
"21418",1703,1,2,90,0,-0.23,-0.42,0.42,1,0,90,0.18533,102,0,19231,0.83398,0,0,0,0,0,0,0,0,0,0.00661857142857142,"1",-1,1,"-1"
"21419",1876,4,2,90,180,-0.19,-0.09,0.28,1,180,90,-0.09266,103,0,19231,0.37065,0.092665,0,1,0,0,0,0,0,0,-0.0728071428571428,"1",-1,1,"-1"
"21420",1896,1,2,180,180,-0.09,0.28,0,1,180,180,-0.37065,104,0,19231,-0.27799,0.138995,0,0,1,1,0,0,0,1,-0.24323875,"0",1,0,"-1"
"21421",1485,1,2,90,180,-0.09,0.09,-0.19,1,180,90,-0.18533,105,0,19231,-0.27799,-0.046335,0,0,0,0,0,0,0,0,-0.225035714285714,"-1",1,0,"-1"
"21422",1546,1,2,0,0,-0.05,-0.09,-0.09,1,0,0,0.04633,106,0,19231,0,-0.09266,0,0,1,1,1,1,0,1,0.0661928571428571,"-1",-1,1,"-1"
"21425",1881,2,2,270,0,-0.28,-0.28,-0.19,1,0,270,0,109,0,19231,0.09266,-0.23166,0,0,0,0,1,0,0,1,-0.06739,"-1",-1,1,"-1"
"21427",1508,3,2,180,90,-0.19,-0.28,-0.42,1,90,180,0.09266,111,0,19231,-0.139,-0.34749,1,1,0,0,1,0,0,0,0.02527,"-1",-1,1,"1"
"21428",1173,1,1,0,90,-0.23,-0.37,-0.19,1,0,90,0.139,112,0,19231,0.18533,-0.277995,0,0,0,0,1,0,0,0,0.0132371428571429,"-1",-1,1,"-1"
"21429",2366,3,2,270,180,0.23,0.46,-0.28,1,180,270,-0.23166,113,0,19231,-0.74131,0.092665,0,1,0,0,0,0,0,0,0.083398,"-1",1,1,"-1"
"21430",2312,1,2,270,270,-0.23,-0.32,-0.46,1,270,270,0.09266,114,0,19231,-0.139,-0.39382,1,0,1,1,1,0,0,1,0.018533,"-1",-1,1,"1"
"21431",1648,3,1,270,0,0.14,-0.32,-0.28,1,270,0,0.46332,115,0,19231,0.04633,-0.301155,1,1,0,0,1,0,0,1,0.389183,"-1",-1,0,"1"
"21433",1787,2,2,0,270,-0.28,-0.37,-0.19,1,270,0,0.09266,117,0,19231,0.18533,-0.277995,1,0,0,0,1,0,0,1,-0.0330928571428571,"-1",-1,1,"1"
"21434",2475,3,2,0,180,0.46,0.42,0.42,1,180,0,0.04633,118,0,19231,0,0.41699,0,1,0,0,1,1,0,0,0.23745375,"1",1,1,"-1"
"21436",3086,4,2,0,270,0.32,0.32,-0.23,1,270,0,0,120,0,19231,-0.55598,0.04633,1,1,0,0,0,0,0,1,0.0514777777777778,"-1",1,1,"1"
"21437",2470,1,2,270,270,-0.19,0.09,0.46,1,270,270,-0.27799,121,0,19231,0.37066,0.27799,1,0,1,1,1,0,0,1,-0.317705714285714,"1",1,0,"1"
"21438",1412,2,2,90,90,0.23,0.28,-0.28,1,90,90,-0.04633,122,0,19231,-0.55598,0,1,0,1,1,0,0,0,1,0.08108125,"-1",1,1,"1"
"21439",1443,3,1,270,180,-0.19,0.14,0.23,1,270,180,-0.32432,123,0,19231,0.09267,0.185325,1,1,0,0,1,0,0,0,-0.14479,"1",1,0,"1"
"21440",2073,3,2,0,270,-0.37,-0.23,-0.23,1,270,0,-0.139,124,0,19231,0,-0.23166,1,1,0,0,1,1,0,1,-0.123556666666667,"-1",-1,1,"1"
"21441",3174,3,1,0,90,-0.23,-0.32,-0.32,1,0,90,0.09266,125,0,19231,0,-0.32432,0,1,0,0,1,1,0,0,0.018533,"-1",-1,1,"-1"
"21443",1790,2,1,270,180,-0.23,-0.32,0.42,1,270,180,0.09266,127,0,19231,0.74131,0.046335,1,0,0,0,0,0,0,0,0.018533,"1",-1,1,"1"
"21444",2416,2,2,0,0,-0.23,0.28,0.19,1,0,0,-0.50965,128,0,19231,-0.09266,0.23166,0,0,1,1,1,0,0,1,-0.38223875,"1",1,0,"-1"
"21445",1909,3,2,180,90,0.28,0.23,-0.05,1,90,180,0.04633,129,0,19231,-0.27799,0.092665,1,1,0,0,0,0,0,0,0.111196,"-1",1,1,"1"
"21446",1699,2,1,270,270,0.19,0.09,0.32,1,270,270,0.09266,130,0,19231,0.23166,0.20849,1,0,1,1,1,0,0,1,0.0529542857142857,"1",1,1,"1"
"21447",1431,3,2,90,270,-0.28,-0.37,-0.37,1,270,90,0.09266,131,0,19231,0,-0.37066,1,1,0,0,1,1,0,0,-0.0330928571428571,"-1",-1,1,"1"
"21450",2181,3,1,0,270,-0.05,-0.42,-0.37,1,0,270,0.37065,134,0,19231,0.04633,-0.393825,0,1,0,0,1,0,0,1,0.191948571428571,"-1",-1,1,"-1"
"21452",1497,3,2,180,270,-0.28,-0.05,0,1,270,180,-0.23166,136,0,19231,0.04633,-0.023165,1,1,0,0,0,0,0,0,-0.162159,"0",-1,1,"1"
"21453",1937,4,2,90,0,0.32,0.23,-0.23,1,0,90,0.09266,137,0,19231,-0.46332,0,0,1,0,0,0,0,0,0,0.157526,"-1",1,1,"-1"
"21454",1537,2,1,270,0,0.23,0.23,-0.28,1,270,0,0,138,0,19231,-0.50965,-0.023165,1,0,0,0,0,0,0,1,0.064866,"-1",1,1,"1"
"21457",1632,3,1,180,90,0.32,0.05,0.19,1,180,90,0.27799,141,0,19231,0.139,0.11583,0,1,0,0,1,0,0,0,0.23744625,"1",1,1,"-1"
"21458",1825,3,2,180,180,0.32,0.05,-0.46,1,180,180,0.27799,142,0,19231,-0.50965,-0.208495,0,1,1,1,0,0,0,1,0.23744625,"-1",1,1,"-1"
"21459",1940,1,1,270,0,0.19,0.37,0,1,270,0,-0.18533,143,0,19231,-0.37065,0.185325,1,0,0,0,0,0,0,1,-0.1158275,"0",1,1,"1"
"21460",2013,4,2,90,270,-0.14,0.05,-0.05,1,270,90,-0.18533,144,0,19231,-0.09266,0,1,1,0,0,0,0,0,0,-0.22587375,"-1",1,0,"1"
"21461",2052,1,2,0,270,0.19,0.19,-0.37,1,270,0,0,145,0,19231,-0.55599,-0.092665,1,0,0,0,0,0,0,1,0.0926671428571429,"-1",1,1,"1"
"21463",2212,4,1,180,180,0.09,-0.05,-0.19,1,180,180,0.139,0,1,19231,-0.139,-0.11583,0,1,1,1,1,0,0,1,0.208491,"-1",-1,0,"-1"
"21465",1528,3,1,90,180,0.09,0,0.37,1,90,180,0.09266,2,1,19231,0.37065,0.185325,1,1,0,0,0,0,0,0,0.347485,"1",0,0,"1"
"21466",1566,3,2,0,90,-0.14,-0.37,0.37,1,90,0,0.23166,3,1,19231,0.74131,-0.000005000000000005,1,1,0,0,0,0,0,0,0.105897142857143,"1",-1,1,"1"
"21469",1308,2,1,270,180,-0.05,0.28,-0.37,1,270,180,-0.32432,6,1,19231,-0.64865,-0.046335,1,0,0,0,0,0,0,0,-0.19690875,"-1",1,0,"1"
"21470",2546,3,1,90,0,0.14,-0.05,-0.19,1,90,0,0.18533,7,1,19231,-0.139,-0.11583,1,1,0,0,1,0,0,0,0.254821,"-1",-1,0,"1"
"21473",2067,3,1,90,0,-0.23,-0.23,0.37,1,90,0,0,10,1,19231,0.60231,0.069495,1,1,0,0,0,0,0,0,0.0154433333333333,"1",-1,1,"1"
"21475",1868,3,1,90,180,-0.23,-0.46,-0.46,1,90,180,0.23166,12,1,19231,0,-0.46332,1,1,0,0,1,1,0,0,-0.15058,"-1",-1,1,"1"
"21476",1103,3,2,90,270,-0.32,0.32,-0.14,1,270,90,-0.64865,13,1,19231,-0.46332,0.09266,1,1,0,0,0,0,0,0,-0.597162222222222,"-1",1,0,"1"
"21477",1996,1,1,270,0,-0.19,0.32,-0.32,1,270,0,-0.50965,14,1,19231,-0.64864,0,1,0,0,0,0,0,0,1,-0.458172222222222,"-1",1,0,"1"
"21478",1776,1,2,180,270,-0.28,-0.05,0.32,1,270,180,-0.23166,15,1,19231,0.37065,0.138995,1,0,0,0,0,0,0,0,-0.162159,"1",-1,1,"1"
"21479",1531,1,2,0,0,-0.14,-0.37,-0.37,1,0,0,0.23166,16,1,19231,0,-0.37066,0,0,1,1,1,1,0,1,0.105897142857143,"-1",-1,1,"-1"
"21480",1479,2,1,90,180,-0.09,-0.14,-0.28,1,90,180,0.04633,17,1,19231,-0.13899,-0.208495,1,0,0,0,1,0,0,0,0.0035676923076923,"-1",-1,1,"1"
"21481",1351,3,2,90,270,-0.28,-0.23,-0.23,1,270,90,-0.04633,18,1,19231,0,-0.23166,1,1,0,0,1,1,0,0,-0.0308866666666667,"-1",-1,1,"1"
"21482",3604,2,2,0,180,-0.05,-0.05,0,1,180,0,0,19,1,19231,0.04633,-0.023165,0,0,0,0,0,0,0,0,0.069501,"0",-1,1,"-1"
"21483",2033,2,2,0,180,0.23,0.28,-0.28,1,180,0,-0.04633,20,1,19231,-0.55598,0,0,0,0,0,0,0,0,0,0.08108125,"-1",1,1,"-1"
"21484",1214,1,1,270,0,0.28,0.46,0.19,1,270,0,-0.18533,21,1,19231,-0.27799,0.324325,1,0,0,0,1,0,0,1,0.129728,"1",1,1,"1"
"21485",1954,4,2,90,180,-0.19,-0.09,0,1,180,90,-0.09266,22,1,19231,0.09266,-0.04633,0,1,0,0,0,0,0,0,-0.0728071428571428,"0",-1,1,"-1"
"21486",1896,2,2,90,180,-0.19,-0.37,-0.14,1,180,90,0.18533,23,1,19231,0.23166,-0.25483,0,0,0,0,1,0,0,0,0.0595671428571429,"-1",-1,1,"-1"
"21487",2484,2,1,270,90,-0.19,-0.09,0.32,1,270,90,-0.09266,24,1,19231,0.41698,0.11583,1,0,0,0,0,0,0,0,-0.0728071428571428,"1",-1,1,"1"
"21488",1556,2,1,180,180,-0.05,-0.42,-0.32,1,180,180,0.37065,25,1,19231,0.09267,-0.370655,0,0,1,1,1,0,0,1,0.191948571428571,"-1",-1,1,"-1"
"21489",1854,1,2,0,90,0.14,-0.05,0.14,1,90,0,0.18533,26,1,19231,0.18532,0.04633,1,0,0,0,0,0,0,0,0.254821,"1",-1,0,"1"
"21492",1677,1,2,180,90,0,0.05,0.42,1,90,180,-0.04633,29,1,19231,0.37066,0.23166,1,0,0,0,1,0,0,0,-0.08687375,"1",1,0,"1"
"21493",2868,3,2,180,0,0.19,0,-0.05,1,0,180,0.18533,30,1,19231,-0.04633,-0.023165,0,1,0,0,0,0,0,0,0.440155,"-1",0,0,"-1"
"21494",1546,4,2,180,270,-0.14,-0.09,0.28,1,270,180,-0.04633,31,1,19231,0.37065,0.092665,1,1,0,0,0,0,0,0,-0.0264771428571429,"1",-1,1,"1"
"21495",1438,2,1,0,90,0.37,0.23,-0.32,1,0,90,0.139,32,1,19231,-0.55598,-0.04633,0,0,0,0,0,0,0,0,0.203856,"-1",1,1,"-1"
"21496",2135,3,2,90,90,0.37,0.46,0,1,90,90,-0.09266,33,1,19231,-0.46332,0.23166,1,1,1,1,0,0,0,1,0.222388,"0",1,1,"1"
"21497",1768,3,2,90,90,-0.09,0,0.28,1,90,90,-0.09266,34,1,19231,0.27799,0.138995,1,1,1,1,0,0,0,1,0.162165,"1",0,0,"1"
"21498",1450,3,1,270,0,-0.09,0.23,0.09,1,270,0,-0.32432,35,1,19231,-0.139,0.16216,1,1,0,0,1,0,0,1,-0.259454,"1",1,0,"1"
"21499",2392,3,2,180,90,-0.19,-0.05,-0.32,1,90,180,-0.139,36,1,19231,-0.27799,-0.185325,1,1,0,0,1,0,0,0,-0.069499,"-1",-1,1,"1"
"21500",1671,2,2,90,0,-0.14,-0.09,0.23,1,0,90,-0.04633,37,1,19231,0.32432,0.0695,0,0,0,0,0,0,0,0,-0.0264771428571429,"1",-1,1,"-1"
"21502",1421,4,1,270,180,0.23,0.42,-0.14,1,270,180,-0.18533,39,1,19231,-0.55599,0.138995,1,1,0,0,0,0,0,0,0.00579375000000001,"-1",1,1,"1"
"21503",1181,4,1,270,0,0.23,0.42,0.05,1,270,0,-0.18533,40,1,19231,-0.37066,0.23166,1,1,0,0,1,0,0,1,0.00579375000000001,"1",1,1,"1"
"21506",2129,4,2,180,270,-0.05,-0.23,-0.46,1,270,180,0.18533,43,1,19231,-0.23166,-0.34749,1,1,0,0,1,0,0,0,0.200773333333333,"-1",-1,1,"1"
"21508",2878,3,1,270,270,-0.28,0.14,0.32,1,270,270,-0.41699,45,1,19231,0.18533,0.231655,1,1,1,1,1,0,0,1,-0.23745,"1",1,0,"1"
"21509",1441,2,2,270,180,0.28,0.14,0.46,1,180,270,0.139,46,1,19231,0.32433,0.301155,0,0,0,0,1,0,0,0,0.31853,"1",1,1,"-1"
"21511",2064,4,1,0,270,-0.32,-0.37,-0.42,1,0,270,0.04633,48,1,19231,-0.04633,-0.393825,0,1,0,0,1,0,0,1,-0.0794228571428571,"-1",-1,1,"-1"
"21512",2271,3,2,270,180,0.32,0.09,0.46,1,180,270,0.23166,49,1,19231,0.37066,0.27799,0,1,0,0,1,0,0,0,0.191944285714286,"1",1,1,"-1"
"21513",1723,1,2,270,270,-0.19,0.19,-0.32,1,270,270,-0.37065,50,1,19231,-0.50965,-0.069495,1,0,1,1,0,0,0,1,-0.277992857142857,"-1",1,0,"1"
"21514",1330,1,1,180,0,-0.19,0.05,-0.32,1,180,0,-0.23166,51,1,19231,-0.37065,-0.138995,0,0,0,0,0,0,0,0,-0.27220375,"-1",1,0,"-1"
"21515",2954,2,1,90,0,-0.28,-0.37,-0.09,1,90,0,0.09266,52,1,19231,0.278,-0.23166,1,0,0,0,1,0,0,0,-0.0330928571428571,"-1",-1,1,"1"
"21516",1824,4,2,180,0,0.23,0.28,0.14,1,0,180,-0.04633,53,1,19231,-0.139,0.20849,0,1,0,0,1,0,0,0,0.08108125,"1",1,1,"-1"
"21521",2733,2,1,180,270,-0.19,-0.28,-0.05,1,180,270,0.09266,58,1,19231,0.23166,-0.16216,0,0,0,0,1,0,0,0,0.02527,"-1",-1,1,"-1"
"21523",1487,2,2,0,90,0.23,0.32,-0.05,1,90,0,-0.09266,60,1,19231,-0.37065,0.138995,1,0,0,0,0,0,0,0,-0.0411822222222222,"-1",1,1,"1"
"21524",3660,3,1,0,0,0.19,0.19,0.19,1,0,0,0,61,1,19231,0,0.18533,0,1,1,1,1,1,0,1,0.0926671428571429,"1",1,1,"-1"
"21526",2182,2,1,180,0,-0.05,-0.19,-0.19,1,180,0,0.139,63,1,19231,0,-0.18533,0,0,0,0,1,1,0,0,0.138996666666667,"-1",-1,1,"-1"
"21527",1738,4,1,180,180,-0.14,0.46,0,1,180,180,-0.60231,64,1,19231,-0.46332,0.23166,0,1,1,1,0,0,0,1,-0.287262,"0",1,0,"-1"
"21531",1879,1,2,90,270,-0.32,-0.42,0.09,1,270,90,0.09266,68,1,19231,0.50965,-0.162165,1,0,0,0,0,0,0,0,-0.0860414285714286,"1",-1,1,"1"
"21532",1502,3,2,0,270,-0.19,-0.14,-0.05,1,270,0,-0.04633,69,1,19231,0.09267,-0.092665,1,1,0,0,1,0,0,1,-0.0891023076923077,"-1",-1,1,"1"
"21533",2809,4,1,90,270,0.28,0.09,-0.05,1,90,270,0.18533,70,1,19231,-0.13899,0.023165,1,1,0,0,0,0,0,0,0.145614285714286,"-1",1,1,"1"
"21534",1436,3,1,270,90,-0.23,-0.28,-0.42,1,270,90,0.04633,71,1,19231,-0.139,-0.34749,1,1,0,0,1,0,0,0,-0.02106,"-1",-1,1,"1"
"21535",1086,3,1,0,90,-0.28,-0.19,-0.09,1,0,90,-0.09266,72,1,19231,0.09267,-0.138995,0,1,0,0,1,0,0,0,-0.0926633333333333,"-1",-1,1,"-1"
"21536",3179,3,2,0,90,0.51,0.46,0.19,1,90,0,0.04633,73,1,19231,-0.27799,0.324325,1,1,0,0,1,0,0,0,0.361388,"1",1,1,"1"
"21537",1986,3,1,180,270,0.28,0.19,0.19,1,180,270,0.09266,74,1,19231,0,0.18533,0,1,0,0,1,1,0,0,0.185327142857143,"1",1,1,"-1"
"21538",1910,3,1,180,90,-0.09,0.05,0.05,1,180,90,-0.139,75,1,19231,0,0.04633,0,1,0,0,1,1,0,0,-0.17953375,"1",1,0,"-1"
"21539",2280,2,2,270,0,-0.23,-0.28,-0.28,1,0,270,0.04633,76,1,19231,0,-0.27799,0,0,0,0,1,1,0,1,-0.02106,"-1",-1,1,"-1"
"21541",1453,3,2,270,0,-0.14,-0.09,-0.14,1,0,270,-0.04633,78,1,19231,-0.04634,-0.11583,0,1,0,0,1,0,0,1,-0.0264771428571429,"-1",-1,1,"-1"
"21542",1695,4,1,180,270,0.23,0,0.32,1,180,270,0.23166,79,1,19231,0.32432,0.16216,0,1,0,0,0,0,0,0,0.486485,"1",0,0,"-1"
"21543",1233,3,1,90,270,-0.14,0,-0.46,1,90,270,-0.139,80,1,19231,-0.46332,-0.23166,1,1,0,0,0,0,0,0,0.115825,"-1",0,0,"1"
"21544",2942,1,2,180,180,-0.19,-0.28,-0.42,1,180,180,0.09266,81,1,19231,-0.139,-0.34749,0,0,1,1,1,0,0,1,0.02527,"-1",-1,1,"-1"
"21545",2189,3,1,270,90,-0.23,-0.28,0.05,1,270,90,0.04633,82,1,19231,0.32432,-0.11583,1,1,0,0,0,0,0,0,-0.02106,"1",-1,1,"1"
"21546",2814,3,1,180,270,-0.23,0.32,-0.19,1,180,270,-0.55598,83,1,19231,-0.50965,0.069495,0,1,0,0,0,0,0,0,-0.504502222222222,"-1",1,0,"-1"
"21548",2217,4,2,180,180,-0.23,-0.14,0.42,1,180,180,-0.09266,85,1,19231,0.55599,0.138995,0,1,1,1,0,0,0,1,-0.135432307692308,"1",-1,1,"-1"
"21552",3158,2,1,90,0,0.28,0.46,-0.42,1,90,0,-0.18533,89,1,19231,-0.88031,0.023165,1,0,0,0,0,0,0,0,0.129728,"-1",1,1,"1"
"21554",2059,3,2,180,270,0.42,0.46,-0.19,1,270,180,-0.04633,91,1,19231,-0.64865,0.138995,1,1,0,0,0,0,0,0,0.268728,"-1",1,1,"1"
"21556",2134,3,2,0,0,-0.09,-0.14,-0.14,1,0,0,0.04633,93,1,19231,0,-0.139,0,1,1,1,1,1,0,1,0.0035676923076923,"-1",-1,1,"-1"
"21557",3287,3,1,0,180,0.19,0.19,-0.46,1,0,180,0,94,1,19231,-0.64865,-0.138995,0,1,0,0,0,0,0,0,0.0926671428571429,"-1",1,1,"-1"
"21558",1660,3,2,90,90,0.19,0.37,0.23,1,90,90,-0.18533,95,1,19231,-0.13899,0.301155,1,1,1,1,1,0,0,1,-0.1158275,"1",1,1,"1"
"21560",1676,1,1,90,270,-0.19,-0.37,-0.14,1,90,270,0.18533,97,1,19231,0.23166,-0.25483,1,0,0,0,1,0,0,0,0.0595671428571429,"-1",-1,1,"1"
"21561",1425,1,1,270,90,-0.14,-0.19,0.42,1,270,90,0.04633,98,1,19231,0.60232,0.11583,1,0,0,0,0,0,0,0,0.0463266666666667,"1",-1,1,"1"
"21562",1939,3,2,180,180,0.19,0.05,-0.23,1,180,180,0.139,99,1,19231,-0.27799,-0.092665,0,1,1,1,0,0,0,1,0.09845625,"-1",1,1,"-1"
"21563",2058,3,2,0,0,-0.14,0.09,-0.37,1,0,0,-0.23166,100,1,19231,-0.46332,-0.139,0,1,1,1,0,0,0,1,-0.271375714285714,"-1",1,0,"-1"
"21564",1363,4,1,90,270,0.32,0.37,0.37,1,90,270,-0.04633,101,1,19231,0,0.37065,1,1,0,0,1,1,0,0,0.0231625,"1",1,1,"1"
"21567",1560,1,2,180,270,-0.09,0.19,0.37,1,270,180,-0.27799,104,1,19231,0.18532,0.27799,1,0,0,0,1,0,0,0,-0.185322857142857,"1",1,0,"1"
"21568",2979,3,1,90,0,-0.23,-0.28,0.46,1,90,0,0.04633,105,1,19231,0.74131,0.092665,1,1,0,0,0,0,0,0,-0.02106,"1",-1,1,"1"
"21570",1872,3,2,270,180,0.32,0.14,-0.19,1,180,270,0.18533,107,1,19231,-0.32432,-0.02317,0,1,0,0,0,0,0,0,0.36486,"-1",1,1,"-1"
"21571",1667,3,1,0,0,-0.09,0.14,0.14,1,0,0,-0.23166,108,1,19231,0,0.13899,0,1,1,1,1,1,0,1,-0.05212,"1",1,0,"-1"
"21572",1737,3,1,270,270,0.37,0.46,-0.42,1,270,270,-0.09266,109,1,19231,-0.88031,0.023165,1,1,1,1,0,0,0,1,0.222388,"-1",1,1,"1"
"21573",1381,1,1,270,270,0.32,-0.46,-0.46,1,270,270,0.78764,110,1,19231,0,-0.46332,1,0,1,1,1,1,0,1,0.4054,"-1",-1,0,"1"
"21574",1617,2,2,270,180,0.32,0.23,0.05,1,180,270,0.09266,111,1,19231,-0.18533,0.138995,0,0,0,0,1,0,0,0,0.157526,"1",1,1,"-1"
"21575",1533,3,2,180,90,0.23,0.42,-0.46,1,90,180,-0.18533,112,1,19231,-0.88031,-0.023165,1,1,0,0,0,0,0,0,0.00579375000000001,"-1",1,1,"1"
"21576",1619,1,2,90,270,-0.23,0.05,-0.23,1,270,90,-0.27799,113,1,19231,-0.27799,-0.092665,1,0,0,0,0,0,0,0,-0.31853375,"-1",1,0,"1"
"21580",1824,1,1,180,0,0.09,0,-0.32,1,180,0,0.09266,117,1,19231,-0.32432,-0.16216,0,0,0,0,0,0,0,0,0.347485,"-1",0,0,"-1"
"21581",1658,3,1,270,270,0.32,0.32,0.14,1,270,270,0,118,1,19231,-0.18533,0.231655,1,1,1,1,1,0,0,1,0.0514777777777778,"1",1,1,"1"
"21582",1687,3,2,0,90,-0.28,-0.37,-0.37,1,90,0,0.09266,119,1,19231,0,-0.37066,1,1,0,0,1,1,0,0,-0.0330928571428571,"-1",-1,1,"1"
"21583",1563,2,1,90,0,0.14,0.46,0,1,90,0,-0.32432,120,1,19231,-0.46332,0.23166,1,0,0,0,0,0,0,0,-0.009272,"0",1,1,"1"
"21584",1824,1,2,0,270,-0.19,0.28,-0.46,1,270,0,-0.46332,121,1,19231,-0.74131,-0.092665,1,0,0,0,0,0,0,1,-0.33590875,"-1",1,0,"1"
"21585",2983,3,1,90,0,0.32,0.32,-0.19,1,90,0,0,122,1,19231,-0.50965,0.069495,1,1,0,0,0,0,0,0,0.0514777777777778,"-1",1,1,"1"
"21586",3816,3,2,0,180,-0.19,-0.23,0.19,1,180,0,0.04633,123,1,19231,0.41699,-0.023165,0,1,0,0,0,0,0,0,0.0617733333333333,"1",-1,1,"-1"
"21587",2162,1,2,0,90,0.14,0.42,0.23,1,90,0,-0.27799,124,1,19231,-0.18533,0.324325,1,0,0,0,1,0,0,0,-0.08687625,"1",1,1,"1"
"21589",1738,2,2,90,180,-0.28,-0.37,-0.14,1,180,90,0.09266,126,1,19231,0.23166,-0.25483,0,0,0,0,1,0,0,0,-0.0330928571428571,"-1",-1,1,"-1"
"21591",1654,1,2,270,270,0.28,0.37,0.28,1,270,270,-0.09266,128,1,19231,-0.09266,0.32432,1,0,1,1,1,0,0,1,-0.0231675,"1",1,1,"1"
"21592",1904,1,2,270,270,0.23,0.42,-0.32,1,270,270,-0.18533,129,1,19231,-0.74131,0.046335,1,0,1,1,0,0,0,1,0.00579375000000001,"-1",1,1,"1"
"21593",1411,3,2,270,270,-0.28,0,0,1,270,270,-0.27799,130,1,19231,0,0,1,1,1,1,1,1,0,1,-0.023165,"0",0,0,"1"
"21595",1710,2,2,270,0,0.51,0.37,-0.42,1,0,270,0.139,132,1,19231,-0.78764,-0.02317,0,0,0,0,0,0,0,1,0.2084925,"-1",1,1,"-1"
"21596",1773,3,1,0,0,-0.32,-0.32,-0.46,1,0,0,0,133,1,19231,-0.139,-0.39382,0,1,1,1,1,0,0,1,-0.074127,"-1",-1,1,"-1"
"21597",1371,2,1,270,270,-0.28,-0.23,-0.28,1,270,270,-0.04633,134,1,19231,-0.04633,-0.254825,1,0,1,1,1,0,0,1,-0.0308866666666667,"-1",-1,1,"1"
"21599",1367,2,2,90,90,-0.23,-0.14,-0.14,1,90,90,-0.09266,136,1,19231,0,-0.139,1,0,1,1,1,1,0,1,-0.135432307692308,"-1",-1,1,"1"
"21600",2010,4,2,270,90,0.32,0.42,-0.09,1,90,270,-0.09266,137,1,19231,-0.50965,0.162165,1,1,0,0,0,0,0,0,0.09845375,"-1",1,1,"1"
